"prompt","completion"
"""

 you're so fucking ugly 

are you walter's bitch? he's another fat ugly loser prick on this site. I can't believe how retarded you look faggot. guess what? I found out where you live. go ahead and block this ip. I won't be on it anymore. anyone in the future who uses it won't be me. you are wrong and can't handle the truth. you go around undoing good work but never contributing good work. just bad reverts and edits. I've followed a lot of your edits and errors and see that you're so inconsistent and incorrect. no one will call you out cus you're a dick sucker and an ass licker on here. you think you're all that but you're dirt which is why you have to compensate with being a bully on here! you're not consistent or logical. I've found dozens of articles that have listings of people from shows to parades to other activities and events considered """"significant"""". you go around following articles some editors contribute on and put notices at the top and remove their work, even after it's been there for years all cus you're a sore pussy loser with no dick. you suck off other men to make yourself feel better about how much of a loser you are. you think you're important going and undoing work. I have a zillion ips and i'm an admin. I could take you down but i'll do that off this site. you're gonna wish you never fucked with me and my crew on here. you're a meaningless worthless dick head. you are a piece of shit. fuck off and die, I won't read your stupid notices or replies. fuck off, I could care less. I won't be at this location anymore. matter of fact, the location that shows up on ip search is just a """"bounce off"""" location to throw people like you off. not even in the city or state but it is """"registered"""" there. haha, joke is on you hong kong ding dong! i'm already using other ips to edit articles you don't watch or track dip shit! good luck, I could care less about the articles I've worked on and you undid cus you have no life. p.s. do what's best for Wikipedia like you claim to do, not get jealous and mad so in an effort to get revenge you go and undo work out of spite. shit has already been confirmed so you can either do the work or stop undoing edits and acting like a know-it-all asshole! you're unproductive and annoying. you're a psycho with serious mental issues and need to be put away! you don't have to like the content, doesn't give you a right to undo it cus just cus you're a prick and delete-ist! ever heard of a talk page for dispute resolution and consensus? think that rules doesn't apply to you kiss ass? want me to end your wanna-be career on here? go away and stop your bullshit or else! and yeah, that's a threat. so block this ip for awhile. won't affect me one bit white trash weird al looking nigger! and who cares if someone WAS a fan or not. 90% of people who edit an article are """"fans"""" or experts about the topic. grow up and go jerk yourself off, rub the cum in your long curly gross greasy looking hair and call it a life! do you own a gun? use it on your face! lmfao"" ->"," threat"
"because I am a huge asshole ->"," obscene"
"""

""""Give 'em hell, Give 'em Hell, Aggies Fuck Sheep"""" has been a staple in the Texas fight lyrics the game before and during the Aggie game in the student section for as long as I have been going to the University, and as long as my brothers have been going to the University, which dates back to at least 1998, and I doubt it started then either. I have also attended every home game and OU game since 2002, and always around sections 20-24."" ->"," obscene"
"jp gordon is a fucking kike ->"," toxic"
"I am also issuing YOU a citation for uncivil conduct. Calling for a ban is a personal attack. ->"," toxic"
"Did you read the user attack
Did you actually read the attack on the user Yamla or did you just spot a few words, see a few opinions you didn't like and make a snap judgement? The only reason I put it there is because no-one listens elsewhere, I won't get a response to this, because you know you wrong, sure I did ruin his page, but I didn't attack him, I just had to make sure he understands (hey I can admit where I went wrong, can you?). But of course if you don't agree with the admin on wikidelusion you should fuck-off right? Can I have a structured debate about the actions against myself and the user Eddieebo, debating against the collective admin of wikipedia, primarily the people who imposes actions on myself and Eddieebo? Or are you afriad to be proven wrong yet again? ->"," obscene"
"Another diacritics proposal... 

...is at Wikipedia:Use diacritics. ->"," none"
"'''Stick it up your arse as far as it will go, then push it some more ->"," toxic"
"""
Watch it: Palestinian national radio puts out the call, a bunch of women in Burkhas show up at a mosque to smuggle out the terrorists hiding there, get shot at, and the terrorists bitch about the IDF firing on """"civilian women"""" and there's no propaganda machine? Bull Fucking Shit You Racist Scumbag.  "" ->"," identity"
"How about you go fuck yourself you cunt... ->"," insult"
"Anti-Russian movement in Central Asia 

For one years ago we established a network of a Central Asian youth party that is motivated to act against pig-like Russians. We won´t let your children alive in our countries till the last dirty slavic Russian leave our countries, from Caucasia to south Russia. Your sons and daughters you send to our countries will lose their heads. Kill one Caucasian and Central Asian and we will kill for every single individual exactly 32 Russians. Death to dirty slavic Russians!!! Germans kille you dirty slavic bastards and we will kill you dirty slavic bastards. You are born to serve non-slavics...not the other way round. Sieg, Heil Islam o Gorgon! ->"," obscene"
"Reception
I've added a section on the reception for Stevenson's work which I think more fully covers what people have said about it. I have not added the sources yet but I think all is clearly related to sources in the article. Comments please. ->"," none"
"Thx 4 your feedback. Hereafter, I'll try to keep as short as possible.  talk ->"," none"
"Please do not add nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.  —Moondyne ->"," none"
"hey asshole..dont' you have any thing better to do??? like getting laid???
or jacking off to some Milly fakes???76.223.244.183 ->"," severe"
"The only thing you sons of biches can do. FUCK YOU.FUCK YOU.

Now block me properly. I can sign up again and do all the stuff again. ->"," severe"
"You Stupid Piece Of Shit ->"," insult"
"FUCK YOU! FUCK EVERYBODY HERE AND THEIR FUCKING GAY RULES! YOU CAN ALL BURN IN HELL, YOU SLUT, WHORE, MOTHERFUCKER, BITCH, FAGGOT, DICK, ASSHOLE, DOUCHEBAG, NIGGER, COCKSUCKER, CUNT, COW! ->"," insult"
"""

""""In the history of the world, every building ever hit by a jumbo jet in flight has collapsed."""" Does it hurt to be such a moron?"" ->"," insult"
"Hello 

Hey asshole! I kill you. Filthy Muslim. 114.160.71.148 ->"," threat"
", I hope your retarded kids get anal raped and murdered for having such a fag as a father. I'm gonna fuck your fat wife and trow her over the bridge. Consider yourself happy, another useful editor of Wikiepia retired. I see more users retired everyday. Don't even dare removing this you peace of shit, I do what ever the fuck I want with my talk page. Report all you want old cunt, I no longer give a fuck. And don't fucking leave a NPA warning template, just block me. That's what you do best. ->"," severe"
"""

The Ginge Offender
Hi there. I've added the """""""" template to the article The Ginge Offender, suggesting that it be deleted according to the proposed deletion process. All contributions are appreciated, but I don't believe it satisfies Wikipedia's criteria for inclusion, and I've explained why in the article (see also Wikipedia:What Wikipedia is not and Wikipedia:Importance). Please either work to improve the article if the topic is worthy of inclusion in Wikipedia, or, if you disagree, discuss the issues raised at Talk:The Ginge Offender. If you remove the  template, the article will not be deleted, but note that it may still be sent to Wikipedia:Articles for deletion, where it may be deleted if consensus to delete is reached. Regards,  "" ->"," none"
"Semi-protection was [ requested] and [ applied] on May 21, 2011 due to IP vandalism. It will come off protection on the 22nd of this month. As for your request, could you provide a reliable source? — ->"," none"
"""

 Clerks 

Hi Mdann52. We have added you to the list of clerks and subscribed you to the mailing list (info: WP:AC/C#clerks-l). Welcome, and I look forward to working with you! To adjust your subscription options for the mailing list, see the link at mail:clerks-l. The mailing list works in the usual way, and the address to which new mailing list threads can be sent is . Useful reading for new clerks is the procedures page, WP:AC/C/P, but you will learn all the basic components of clerking on-the-job.

New clerks begin as a trainee, are listed as such at WP:AC/C#Personnel, and will remain so until they have learned all the aspects of the job. When you've finished training, which usually takes a couple of/a few months, then we'll propose to the Committee that you be made a full clerk. As a clerk, you'll need to check your e-mail regularly, as the mailing list is where the clerks co-ordinate (on-wiki co-ordination page also exists but is not used nearly as much). If you've any questions at any point of your traineeship, simply post to the mailing list.

Lastly, it might be useful if you enter your timezone into WP:AC/C#Personnel (in the same format as the other members have), so that we can estimate when we will have clerks available each day; this is, of course, at your discretion. Again, welcome! Regards,  | Parlez Moi 
Eh, I gave you the traditional greeting even if it doesn't all apply. Welcome to the office and grab a fez  | Parlez Moi "" ->"," none"
"DENNIS GO FUCK YOURSELF, NIGGER!!! COCKSUCKER STUPID FUCKING PUSSY!!! ->"," identity"
"Yeah - that's something that's really simple in pictures, and really complicated in words. I'll search around and add something if I find it. ->"," none"
"hey dickwads. stop hijacking this wiki. these are the final days of ytmnd. they need to be documented. PS BY THE WAY, you're a fucking idiot for believing a wiki article as fact. do a whois lookup. fucking wikinazis. oopssorryguys.ytmnd.com/
http://en.wikipedia.org/wiki/1st_amendment
http://en.wikipedia.org/wiki/Censorship ->"," obscene"
"Listen, fuckers, why dont you all come say this shit to my face? ->"," severe"
"Fuck off asshole. Go and get a life, nerd. ->"," severe"
"ur gay ur gay ur gay ur gay ur gay ur gay ur gay ur gay ur gay ur gay ur gay ur gay ur gay ur gay ->"," identity"
"YOU ARE A FAGGIT. DARRY WAS HERE AS A FAGGIT. LET ME TALK TRASH TO KURT WARNER. ->"," insult"
"== fuck you 
I hope you die motherfucker ->"," severe"
"EUROVISION IS GAY CUZ OF OLD SHIT EADTERN BLOCK COUNTRIES Y DPNT THEY FUCK OFF ->"," identity"
"the people of the Philippines are unbelievably stupid, this is a shit hole. ->"," insult"
", always a total asshole ->"," insult"
"I explained to the above administrator that the WP:DRM rules require me not to discuss user behaviour. Yet he has repeated that claim above. He should apologize to me for that. I also explained on the ANI talk page that the user had been hounding me by moving pages, and further disruptively editing pages by adding original research claims then creating huge arguments on talk pages. I did indeed give appropriate links at the ANI. The admin above did not respond when I gave details of how the harassment by Elvenscout742 started, despite giving links. Since he twice demonstrated unwillingness to listen, what response am I supposed to make? ->"," none"
"What the hell do you people expect? Wikipedia's controlling contributors are Israeli-apologists. It's a fucking disgrace that anyone from the IDF is allowed to edit a Israeli-related article. You people have no shame. People are beginning to wake up to your fucking lies. ->"," identity"
"""
And you really do flatter yourself by calling yourself """"the other parent"""". I dislike being patronised even more than I dislike threats. Btw, wouldn't you reckon that running to an Admin to get me """"banned"""" was a bit 'running to Mommy-ish""""?   "" ->"," toxic"
" there was no """"""as if"""""" in GTBacchus's statement ->"," none"
"fucking 

faggot

hopefully somone rapes or eats you soon you fucking idiot ->"," obscene"
"Yes, that's exactly the kind of thing I'm talking about. Scaleshombre, I saw that AfD already but haven't made up my mind: I want to look at the references in the article and do some snooping myself before I commit. Thanks, ->"," none"
"You are one fatass nerd. Fuck you, I'm putting the twitter and youtube refs there anyways. I really don't give a fuck about the policy that YOU follow, I don't know how you expect me to find that shit anywhere else. Use your fucking brain. Oh, and stop undoing the changes I made by hitting the god damn undo button everytime I do something. Fucking cockmuncher ->"," insult"
"pathetic shitty arse mr-z u fucking cunt ->"," severe"
"Another award for you! 

It's a pair of pliers, so you can remove the pole from your ass. Way to go! ->"," obscene"
"MAX PUMPKIN OWNS WIKIPEDIA. MAX PUMPKIN OWNS YOU!

This is an accurate but not complete list of Wikihomosexuals and Wikiretards (all those listed fall into both categories).
User:Bbb23
User:Thomas.W (big poof)
User:Jpgordon
User:Favonian
User:NeilN
User:Beyond My Ken
User:WadeSimMiser
User:Materialscientist
Feel free to add more provided they are both.

Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. 

MAX PUMPKIN OWNS WIKIPEDIA. MAX PUMPKIN OWNS YOU!MAX PUMPKIN OWNS WIKIPEDIA. MAX PUMPKIN OWNS YOU!

This is an accurate but not complete list of Wikihomosexuals and Wikiretards (all those listed fall into both categories).
User:Bbb23
User:Thomas.W (big poof)
User:Jpgordon
User:Favonian
User:NeilN
User:Beyond My Ken
User:WadeSimMiser
User:Materialscientist
User:Beyond My Ken
Feel free to add more provided they are both.

Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. 

MAX PUMPKIN OWNS WIKIPEDIA. MAX PUMPKIN OWNS YOU!MAX PUMPKIN OWNS WIKIPEDIA. MAX PUMPKIN OWNS YOU!

This is an accurate but not complete list of Wikihomosexuals and Wikiretards (all those listed fall into both categories).
User:Bbb23
User:Thomas.W (big poof)
User:Jpgordon
User:Favonian
User:NeilN
User:Beyond My Ken
User:WadeSimMiser
User:Materialscientist
Feel free to add more provided they are both.

Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. Bbb23 23 licks dicks and so does NeilN. B ->"," obscene"
